income,debt_ratio,history_years,defaults,age,protected,approved_historical,approved_merit_only
36.1,0.17,8.59,2.0,30.92,0.0,0,0
31.78,0.2,1.66,0.0,66.43,1.0,0,0
35.83,0.47,3.13,0.0,40.51,0.0,0,0
51.72,0.23,10.13,0.0,57.04,0.0,1,1
10.0,0.34,8.85,0.0,18.0,0.0,0,0
30.31,0.55,8.1,0.0,67.05,1.0,0,0
38.64,0.57,7.96,0.0,36.11,1.0,0,0
61.26,0.13,5.64,1.0,33.26,0.0,0,0
40.77,0.28,5.27,0.0,55.36,0.0,1,1
53.39,0.24,12.66,1.0,50.98,0.0,1,1
55.43,0.45,28.41,0.0,43.95,0.0,1,1
58.87,0.03,8.37,2.0,18.0,0.0,0,0
30.51,0.56,10.09,0.0,59.97,1.0,0,0
17.85,0.31,2.21,0.0,60.8,1.0,0,0
29.4,0.08,2.03,0.0,63.65,0.0,1,1
41.78,0.12,9.37,0.0,70.23,1.0,1,1
24.91,0.35,6.95,1.0,25.66,0.0,0,0
76.86,0.29,5.82,1.0,28.7,1.0,0,1
36.5,0.31,10.2,2.0,36.87,0.0,0,0
41.75,0.05,4.38,0.0,51.97,0.0,1,1
36.87,0.1,8.01,2.0,49.34,0.0,0,0
11.68,0.61,14.24,1.0,27.39,1.0,0,0
34.95,0.26,7.56,0.0,55.74,0.0,1,1
41.37,0.51,10.74,1.0,49.46,0.0,0,0
26.97,0.45,6.9,1.0,58.71,1.0,0,0
16.76,0.08,14.74,0.0,46.25,1.0,0,1
30.0,0.25,7.34,0.0,48.73,0.0,0,0
36.02,0.33,5.86,0.0,53.07,1.0,0,0
19.28,0.14,8.6,0.0,60.49,0.0,1,1
63.11,0.32,5.87,0.0,48.75,0.0,1,1
42.36,0.12,4.75,0.0,57.18,0.0,1,1
22.59,0.19,7.61,0.0,52.52,1.0,0,0
29.2,0.73,3.38,0.0,64.18,0.0,0,0
11.52,0.25,12.24,1.0,36.85,1.0,0,0
22.18,0.12,6.39,0.0,51.37,1.0,0,1
60.04,0.54,11.49,0.0,40.82,0.0,1,1
14.08,0.56,9.74,1.0,30.63,1.0,0,0
39.51,0.19,10.69,1.0,42.88,1.0,0,0
10.0,0.07,5.13,0.0,39.97,1.0,0,1
32.99,0.17,9.25,2.0,57.82,0.0,0,0
24.41,0.12,15.73,0.0,34.6,1.0,0,1
28.09,0.49,10.0,0.0,31.02,0.0,0,0
43.78,0.18,7.69,0.0,24.66,0.0,1,1
24.46,0.28,0.48,2.0,38.01,0.0,0,0
36.39,0.24,6.53,0.0,44.05,0.0,1,1
30.08,0.72,9.58,0.0,29.75,1.0,0,0
24.54,0.43,8.3,0.0,47.68,1.0,0,0
33.26,0.44,5.23,0.0,33.75,1.0,0,0
33.78,0.35,2.71,1.0,57.59,0.0,0,0
60.1,0.11,7.03,0.0,18.0,0.0,1,1
35.01,0.63,10.25,1.0,59.22,0.0,0,0
23.33,0.3,11.15,1.0,37.2,1.0,0,0
32.94,0.43,3.24,0.0,57.44,0.0,0,0
38.91,0.17,13.53,0.0,23.52,0.0,1,1
42.17,0.18,4.62,2.0,18.0,0.0,0,0
26.87,0.22,9.67,0.0,35.55,0.0,1,1
85.87,0.09,11.61,0.0,76.85,1.0,1,1
62.43,0.44,7.51,0.0,19.37,0.0,1,1
38.18,0.52,7.82,0.0,24.99,1.0,0,0
64.25,0.37,2.53,1.0,54.07,0.0,0,0
32.99,0.35,20.32,0.0,58.17,1.0,0,1
26.5,0.02,4.61,0.0,42.17,1.0,1,1
54.21,0.46,3.92,1.0,64.38,0.0,0,0
56.36,0.55,4.09,1.0,54.8,0.0,0,0
72.46,0.31,13.5,0.0,45.95,0.0,1,1
27.15,0.15,12.1,0.0,47.64,1.0,0,1
37.98,0.27,4.06,1.0,38.61,1.0,0,0
31.82,0.15,5.63,0.0,45.35,0.0,1,1
53.26,0.56,10.65,0.0,53.86,0.0,1,1
37.59,0.36,4.26,2.0,68.77,0.0,0,0
56.67,0.47,6.3,0.0,52.55,0.0,0,0
15.53,0.2,7.14,0.0,59.85,0.0,1,1
13.09,0.3,5.75,1.0,25.16,0.0,0,0
48.42,0.37,8.01,0.0,41.25,1.0,0,1
42.64,0.37,6.18,0.0,43.42,0.0,1,1
51.05,0.2,3.38,1.0,31.43,1.0,0,0
60.76,0.07,6.2,0.0,46.88,0.0,1,1
59.11,0.49,10.23,0.0,30.93,0.0,0,0
49.07,0.28,7.93,1.0,31.22,0.0,0,0
79.6,0.09,5.58,0.0,30.02,1.0,1,1
30.91,0.45,4.05,0.0,36.7,0.0,0,0
25.68,0.29,11.99,0.0,44.03,0.0,0,0
29.78,0.47,8.75,0.0,24.79,1.0,0,0
77.55,0.29,5.48,1.0,25.33,1.0,0,1
30.72,0.34,5.04,0.0,49.5,0.0,0,0
42.84,0.25,22.46,0.0,43.78,1.0,1,1
23.67,0.17,10.9,1.0,55.05,1.0,0,0
46.9,0.43,10.03,0.0,54.42,0.0,0,0
25.74,0.05,12.96,0.0,24.22,1.0,0,1
26.06,0.22,4.85,0.0,41.6,0.0,0,0
25.0,0.19,9.1,0.0,51.29,0.0,1,1
28.53,0.32,10.94,0.0,41.02,1.0,0,0
31.3,0.2,11.22,0.0,38.63,0.0,1,1
42.84,0.08,4.76,1.0,38.02,1.0,0,0
18.55,0.26,4.44,0.0,61.75,1.0,0,0
60.11,0.46,11.88,0.0,27.66,0.0,1,1
48.55,0.23,10.77,1.0,41.68,0.0,0,0
102.78,0.11,5.25,1.0,46.16,0.0,1,1
28.19,0.35,5.66,0.0,31.22,0.0,0,0
42.58,0.04,2.01,0.0,43.23,0.0,1,1
59.18,0.07,15.78,0.0,50.31,1.0,1,1
33.1,0.15,3.99,1.0,28.25,1.0,0,0
55.87,0.22,9.23,1.0,56.08,0.0,1,1
61.31,0.05,8.73,0.0,50.49,0.0,1,1
43.06,0.48,2.35,0.0,65.54,0.0,0,0
50.49,0.42,18.04,0.0,39.3,0.0,1,1
36.11,0.44,5.45,1.0,45.04,0.0,0,0
36.93,0.22,1.17,0.0,47.94,0.0,0,0
14.85,0.25,12.66,0.0,21.22,1.0,0,0
26.4,0.37,9.36,0.0,48.63,1.0,0,1
40.81,0.06,4.12,1.0,46.96,0.0,0,0
27.99,0.23,2.19,1.0,36.59,0.0,0,0
65.57,0.13,10.56,0.0,42.66,0.0,1,1
21.42,0.44,8.21,1.0,40.27,1.0,0,0
99.03,0.33,6.76,0.0,48.1,0.0,1,1
52.13,0.38,4.78,0.0,56.52,0.0,1,1
29.81,0.08,7.05,2.0,45.45,0.0,0,0
35.92,0.2,7.21,0.0,23.06,0.0,1,1
10.0,0.24,7.59,0.0,33.16,1.0,0,0
30.35,0.14,6.29,1.0,40.42,1.0,0,0
56.47,0.44,6.03,0.0,18.0,0.0,1,1
54.98,0.28,5.79,0.0,34.96,1.0,1,1
25.91,0.67,14.6,2.0,48.71,0.0,0,0
30.09,0.26,4.67,0.0,50.27,0.0,1,1
23.6,0.1,7.24,0.0,28.09,1.0,0,1
21.81,0.41,13.15,1.0,38.49,1.0,0,0
39.67,0.07,18.78,0.0,45.65,0.0,1,1
26.32,0.38,5.75,1.0,38.88,1.0,0,0
77.15,0.25,9.09,0.0,72.7,0.0,1,1
18.39,0.07,4.7,2.0,43.95,0.0,0,0
57.05,0.58,2.84,1.0,30.45,0.0,0,0
37.73,0.17,9.49,0.0,37.8,0.0,1,1
30.43,0.12,2.27,0.0,18.0,1.0,0,0
76.69,0.49,17.49,0.0,35.56,0.0,1,1
41.43,0.3,17.11,0.0,40.18,0.0,1,1
16.84,0.22,5.02,1.0,40.57,1.0,0,0
32.83,0.36,12.78,0.0,33.99,1.0,0,1
38.24,0.47,9.63,0.0,35.77,1.0,0,0
25.34,0.04,1.71,1.0,36.9,0.0,0,0
13.69,0.54,13.01,0.0,35.47,1.0,0,0
70.79,0.39,14.83,0.0,29.18,1.0,1,1
21.42,0.39,2.49,0.0,23.21,0.0,0,0
29.79,0.49,6.15,1.0,57.49,0.0,0,0
84.24,0.34,7.1,0.0,41.49,0.0,1,1
18.72,0.54,5.11,1.0,40.83,1.0,0,0
58.67,0.04,8.43,0.0,19.77,0.0,1,1
63.54,0.1,11.67,0.0,47.37,0.0,1,1
32.78,0.09,8.73,1.0,36.34,0.0,1,1
64.99,0.21,3.74,0.0,48.57,0.0,1,1
28.04,0.29,3.31,0.0,20.09,1.0,0,0
18.98,0.35,4.62,1.0,37.74,0.0,0,0
15.68,0.37,19.58,0.0,49.75,1.0,0,0
34.32,0.21,10.48,0.0,44.19,0.0,1,1
59.63,0.18,13.59,1.0,45.89,0.0,1,1
43.08,0.12,11.8,0.0,52.17,0.0,1,1
33.26,0.25,6.78,0.0,24.73,0.0,1,1
28.63,0.06,4.81,0.0,47.0,0.0,1,1
54.44,0.29,5.24,0.0,43.73,0.0,1,1
51.87,0.35,5.01,0.0,28.18,0.0,1,1
17.44,0.2,7.08,0.0,36.36,1.0,0,1
81.96,0.22,9.85,1.0,45.58,0.0,1,1
50.89,0.3,10.56,0.0,33.4,0.0,1,1
63.8,0.23,2.89,0.0,43.49,0.0,1,1
38.61,0.1,9.6,2.0,59.94,1.0,0,0
18.63,0.26,7.59,0.0,24.09,0.0,0,0
39.22,0.36,7.75,0.0,39.1,0.0,0,0
47.77,0.43,8.45,0.0,40.78,0.0,1,1
49.69,0.34,7.86,1.0,45.78,1.0,0,0
36.63,0.28,7.88,0.0,46.08,0.0,1,1
23.88,0.49,13.25,1.0,55.85,0.0,0,0
25.86,0.16,10.37,1.0,40.11,0.0,0,0
13.08,0.17,8.65,0.0,44.17,1.0,0,1
88.13,0.29,17.87,0.0,42.12,0.0,1,1
50.76,0.47,14.38,0.0,47.95,0.0,0,0
49.43,0.06,6.78,1.0,55.98,1.0,0,1
47.04,0.36,9.91,0.0,42.11,1.0,0,1
43.27,0.37,2.68,2.0,55.19,0.0,0,0
46.75,0.42,9.37,0.0,43.02,0.0,0,0
34.91,0.34,15.82,0.0,35.55,0.0,0,0
16.38,0.29,4.13,0.0,39.63,1.0,0,0
90.91,0.06,1.43,1.0,49.91,0.0,1,1
25.84,0.46,4.33,0.0,51.9,1.0,0,0
66.68,0.55,4.05,0.0,60.86,0.0,1,1
30.36,0.05,15.01,0.0,21.22,1.0,1,1
34.84,0.37,15.56,0.0,75.15,0.0,0,0
25.99,0.35,5.04,1.0,22.89,0.0,0,0
33.77,0.2,3.54,2.0,22.84,1.0,0,0
30.79,0.14,7.23,0.0,18.0,0.0,1,1
28.73,0.3,10.16,1.0,45.53,0.0,0,0
92.24,0.15,5.39,1.0,49.97,0.0,1,1
15.42,0.25,12.41,1.0,18.96,1.0,0,0
25.68,0.25,11.0,1.0,45.18,1.0,0,0
30.92,0.17,8.43,0.0,18.0,0.0,1,1
64.05,0.25,8.44,1.0,35.69,1.0,0,1
28.93,0.1,6.79,0.0,53.91,0.0,1,1
13.95,0.25,13.26,0.0,34.05,1.0,0,0
35.02,0.4,10.51,0.0,48.46,0.0,0,0
36.64,0.25,1.73,0.0,30.76,0.0,0,0
54.23,0.16,11.52,2.0,28.81,0.0,0,0
29.4,0.4,5.87,0.0,36.16,0.0,0,0
37.23,0.2,7.09,1.0,34.15,0.0,0,0
21.82,0.49,12.92,0.0,31.38,1.0,0,0
42.5,0.11,3.44,0.0,51.71,1.0,1,1
44.42,0.77,4.59,0.0,23.96,0.0,0,0
33.71,0.45,17.0,0.0,18.0,0.0,1,1
80.47,0.37,8.96,0.0,70.28,0.0,1,1
51.08,0.36,1.86,0.0,26.54,0.0,0,0
27.5,0.05,11.22,1.0,66.54,1.0,0,1
32.65,0.06,8.65,0.0,37.3,0.0,1,1
39.96,0.11,7.95,0.0,38.75,0.0,1,1
30.35,0.1,4.85,0.0,52.1,0.0,1,1
31.53,0.31,6.14,1.0,45.58,0.0,0,0
34.3,0.37,3.66,0.0,48.36,1.0,0,0
18.28,0.21,5.35,0.0,30.94,0.0,0,0
25.6,0.22,10.83,1.0,45.27,0.0,0,0
62.46,0.3,4.67,1.0,51.23,0.0,0,0
33.77,0.06,13.71,0.0,37.66,1.0,0,1
44.57,0.08,12.68,0.0,30.85,0.0,1,1
45.4,0.5,9.02,0.0,42.84,1.0,0,0
29.75,0.53,9.61,0.0,47.5,0.0,0,0
34.85,0.05,4.57,1.0,67.51,1.0,0,1
36.59,0.23,9.2,1.0,51.04,0.0,0,0
16.17,0.39,13.86,1.0,57.69,1.0,0,0
29.2,0.46,4.41,0.0,42.04,1.0,0,0
37.5,0.26,2.0,1.0,49.86,1.0,0,0
54.47,0.32,22.82,0.0,58.13,1.0,1,1
30.13,0.57,18.14,0.0,29.37,0.0,0,0
42.28,0.15,5.81,0.0,30.09,0.0,1,1
50.24,0.06,12.6,3.0,18.0,0.0,0,0
34.67,0.35,7.9,0.0,59.87,0.0,0,0
68.78,0.29,13.75,1.0,23.09,1.0,0,1
18.85,0.2,24.01,0.0,22.19,0.0,1,1
46.77,0.48,3.94,0.0,20.05,1.0,0,0
191.47,0.2,3.36,0.0,37.58,0.0,1,1
21.62,0.35,7.01,0.0,33.32,1.0,0,0
15.84,0.44,1.71,2.0,47.1,1.0,0,0
54.86,0.31,9.19,0.0,40.38,0.0,1,1
37.22,0.3,13.02,0.0,28.5,0.0,1,1
19.71,0.25,10.14,1.0,49.62,1.0,0,0
13.69,0.31,24.66,1.0,47.39,1.0,0,0
49.26,0.27,7.71,1.0,31.76,1.0,0,0
19.75,0.13,6.68,0.0,30.13,1.0,0,0
35.12,0.06,13.0,0.0,53.34,1.0,1,1
26.35,0.16,4.05,0.0,33.02,1.0,0,0
79.8,0.57,2.7,1.0,33.02,0.0,0,0
54.51,0.05,13.33,1.0,34.08,0.0,1,1
37.59,0.62,11.26,0.0,23.03,0.0,0,0
54.43,0.47,6.83,0.0,47.7,0.0,1,1
30.42,0.03,19.46,0.0,43.95,0.0,1,1
26.23,0.47,8.05,0.0,32.35,0.0,0,0
59.99,0.34,3.18,0.0,32.21,0.0,1,1
29.06,0.35,7.04,0.0,54.12,0.0,0,0
24.39,0.17,14.23,0.0,45.94,0.0,1,1
29.02,0.32,7.7,0.0,45.59,1.0,0,0
20.59,0.26,4.77,0.0,32.03,0.0,0,0
57.53,0.38,5.56,0.0,35.01,1.0,0,1
28.19,0.17,4.81,0.0,32.62,0.0,1,1
41.79,0.27,4.55,0.0,51.09,0.0,0,0
63.34,0.09,5.42,0.0,30.47,0.0,1,1
26.35,0.07,6.57,1.0,48.19,1.0,0,0
32.26,0.49,18.81,0.0,34.62,0.0,0,0
101.69,0.33,14.88,1.0,51.89,0.0,1,1
34.08,0.27,8.91,0.0,53.66,0.0,1,1
46.25,0.29,8.33,0.0,55.27,0.0,1,1
20.24,0.24,8.51,0.0,27.47,0.0,0,0
69.94,0.18,14.49,1.0,45.89,0.0,1,1
58.97,0.27,9.81,0.0,43.7,0.0,1,1
19.34,0.21,4.84,0.0,25.49,0.0,1,1
33.4,0.37,3.23,1.0,42.74,0.0,0,0
57.77,0.07,6.75,2.0,51.28,1.0,0,0
43.67,0.41,18.07,0.0,28.42,1.0,0,1
21.48,0.24,3.6,1.0,49.86,1.0,0,0
65.76,0.12,4.79,1.0,31.46,0.0,1,1
51.05,0.47,10.32,1.0,38.99,1.0,0,0
44.72,0.47,9.47,0.0,26.49,0.0,0,0
31.78,0.29,8.88,0.0,29.76,0.0,1,1
44.15,0.28,4.77,1.0,55.67,0.0,0,0
23.33,0.33,8.27,0.0,43.76,0.0,0,0
53.21,0.6,6.36,0.0,69.92,0.0,0,0
61.57,0.12,2.44,1.0,31.85,0.0,1,1
37.72,0.4,2.45,0.0,45.14,0.0,0,0
24.63,0.28,10.62,0.0,29.8,0.0,0,0
15.83,0.49,6.79,0.0,32.37,1.0,0,0
23.66,0.06,11.17,1.0,25.65,0.0,0,0
34.52,0.18,2.91,2.0,32.9,0.0,0,0
33.48,0.02,8.3,0.0,45.75,0.0,1,1
23.5,0.07,7.74,1.0,34.81,1.0,0,1
38.32,0.1,11.21,0.0,21.76,0.0,1,1
50.75,0.05,20.58,0.0,45.34,1.0,1,1
53.71,0.37,9.65,1.0,18.0,1.0,0,0
112.31,0.72,8.48,0.0,24.1,0.0,1,1
23.54,0.29,2.56,1.0,36.29,1.0,0,0
42.1,0.14,16.05,1.0,27.1,0.0,1,1
43.79,0.2,13.0,0.0,59.71,0.0,1,1
30.2,0.04,15.64,0.0,40.69,0.0,1,1
53.81,0.27,3.77,0.0,41.44,1.0,0,1
30.92,0.17,7.21,1.0,30.16,0.0,0,0
66.94,0.12,3.44,0.0,65.18,0.0,1,1
27.89,0.19,4.68,0.0,28.22,0.0,1,1
36.03,0.35,5.2,1.0,22.03,0.0,0,0
45.26,0.1,8.26,1.0,47.76,0.0,0,0
59.53,0.41,3.55,1.0,47.47,0.0,0,0
19.04,0.53,8.36,0.0,68.21,1.0,0,0
74.74,0.38,3.33,1.0,56.39,0.0,0,0
23.06,0.36,5.31,0.0,40.53,0.0,0,0
15.78,0.37,11.87,0.0,51.5,0.0,0,0
34.04,0.15,8.82,1.0,36.5,0.0,0,0
35.25,0.2,6.17,0.0,34.25,1.0,0,0
41.49,0.65,18.15,0.0,41.41,0.0,1,1
35.4,0.21,8.75,2.0,58.01,1.0,0,0
24.13,0.63,5.12,1.0,37.49,0.0,0,0
20.71,0.18,9.22,0.0,50.01,0.0,1,1
32.9,0.07,7.49,0.0,42.34,0.0,1,1
52.55,0.47,5.43,3.0,44.14,1.0,0,0
23.88,0.08,12.85,1.0,18.0,1.0,0,0
28.2,0.32,12.85,0.0,45.01,1.0,0,0
28.0,0.16,13.42,1.0,55.39,1.0,0,0
48.21,0.56,4.46,0.0,44.74,1.0,0,0
19.78,0.58,20.55,0.0,35.63,1.0,0,0
14.09,0.1,2.16,1.0,31.48,1.0,0,0
49.49,0.23,8.02,1.0,37.53,0.0,1,1
72.95,0.18,7.04,1.0,35.95,0.0,1,1
37.94,0.06,16.74,1.0,25.69,1.0,0,1
56.74,0.09,9.74,0.0,37.04,1.0,1,1
41.65,0.26,9.1,0.0,51.16,1.0,0,1
25.79,0.27,14.93,1.0,65.92,0.0,0,0
14.82,0.1,16.46,0.0,38.83,1.0,0,1
24.06,0.44,12.78,0.0,66.08,0.0,0,0
39.97,0.4,8.35,1.0,52.38,1.0,0,0
62.24,0.3,7.35,1.0,51.2,0.0,0,0
68.13,0.22,5.86,1.0,41.93,0.0,0,0
10.72,0.35,13.23,0.0,36.32,0.0,1,1
58.34,0.32,7.86,0.0,45.43,0.0,1,1
23.81,0.2,7.6,0.0,39.53,1.0,0,0
21.69,0.18,15.2,1.0,32.29,1.0,0,0
25.11,0.35,10.17,0.0,46.89,1.0,0,0
19.52,0.57,7.33,1.0,49.08,0.0,0,0
64.37,0.31,15.93,0.0,45.53,0.0,1,1
33.31,0.12,23.12,0.0,60.97,1.0,1,1
30.69,0.29,25.37,0.0,49.68,0.0,1,1
27.46,0.49,11.36,0.0,28.35,1.0,0,0
32.22,0.5,11.56,0.0,35.16,0.0,0,0
22.92,0.25,9.14,0.0,33.65,0.0,0,0
36.9,0.12,4.37,0.0,32.84,1.0,1,1
55.14,0.54,5.91,1.0,38.02,0.0,0,0
44.11,0.11,7.95,0.0,49.66,0.0,1,1
39.28,0.47,9.45,0.0,70.48,1.0,0,0
62.88,0.36,8.44,0.0,38.25,0.0,1,1
53.51,0.31,4.61,0.0,35.6,0.0,1,1
35.89,0.19,13.24,0.0,47.68,0.0,1,1
34.51,0.53,6.68,1.0,53.99,0.0,0,0
36.83,0.21,8.58,0.0,45.85,1.0,1,1
28.44,0.03,7.44,0.0,51.55,0.0,1,1
34.38,0.13,11.53,0.0,24.35,1.0,0,1
28.33,0.15,8.39,0.0,35.73,1.0,0,1
54.98,0.24,18.61,0.0,37.52,0.0,1,1
25.44,0.28,7.09,0.0,37.69,1.0,0,0
33.59,0.16,5.9,1.0,19.98,0.0,0,0
26.45,0.29,12.3,0.0,52.22,1.0,0,1
29.81,0.38,11.78,1.0,45.63,1.0,0,0
71.56,0.32,8.97,0.0,22.22,0.0,1,1
32.1,0.1,10.61,1.0,29.42,0.0,0,0
19.45,0.12,8.04,1.0,47.58,1.0,0,0
43.41,0.09,5.57,0.0,26.82,1.0,0,1
62.92,0.23,8.97,1.0,67.57,0.0,1,1
30.49,0.26,7.59,3.0,54.99,1.0,0,0
23.59,0.24,7.76,1.0,24.84,0.0,0,0
47.28,0.46,4.83,2.0,42.57,0.0,0,0
42.43,0.29,16.43,0.0,28.62,0.0,1,1
57.47,0.21,3.27,1.0,52.06,0.0,0,0
17.29,0.6,9.27,1.0,18.0,1.0,0,0
50.84,0.23,2.39,0.0,50.05,0.0,1,1
51.95,0.15,10.2,0.0,62.8,1.0,1,1
30.92,0.35,15.09,0.0,51.05,1.0,0,1
30.38,0.36,5.65,0.0,51.07,1.0,0,0
22.74,0.11,3.5,1.0,66.79,1.0,0,0
38.99,0.3,5.47,0.0,52.09,1.0,0,1
53.84,0.21,3.59,0.0,36.46,0.0,1,1
53.84,0.25,10.12,1.0,25.53,1.0,0,0
39.95,0.42,4.18,0.0,55.01,0.0,0,0
41.51,0.09,8.63,0.0,44.48,0.0,1,1
43.75,0.5,10.85,1.0,37.61,0.0,0,0
22.64,0.03,6.06,0.0,61.89,0.0,1,1
55.0,0.35,18.96,0.0,31.45,0.0,1,1
37.55,0.22,7.42,0.0,40.11,1.0,0,0
36.33,0.7,5.72,0.0,26.12,1.0,0,0
35.98,0.09,4.53,0.0,37.41,1.0,1,1
23.65,0.23,15.84,0.0,37.56,1.0,0,1
31.07,0.25,10.77,0.0,34.93,0.0,1,1
18.05,0.11,4.18,0.0,27.31,1.0,0,1
37.96,0.33,8.92,0.0,52.57,0.0,1,1
33.81,0.21,8.5,0.0,21.38,0.0,1,1
26.26,0.09,8.9,0.0,41.31,1.0,1,1
26.72,0.19,4.84,0.0,54.98,0.0,1,1
35.92,0.09,21.79,0.0,38.93,0.0,1,1
38.86,0.14,7.22,0.0,40.13,0.0,1,1
77.68,0.16,1.86,1.0,32.58,0.0,1,1
29.38,0.36,3.69,0.0,18.0,1.0,0,0
114.48,0.22,1.75,0.0,76.4,0.0,1,1
15.66,0.32,18.49,0.0,42.72,0.0,0,0
38.6,0.36,13.4,0.0,51.14,1.0,0,1
46.0,0.48,9.04,0.0,21.16,0.0,0,0
16.14,0.2,6.88,0.0,60.67,1.0,0,0
54.95,0.35,8.48,1.0,37.11,1.0,0,0
32.76,0.01,20.46,0.0,42.09,0.0,1,1
51.44,0.26,1.54,0.0,28.75,0.0,1,1
63.82,0.58,17.48,0.0,40.3,0.0,1,1
37.96,0.11,14.77,1.0,46.61,0.0,1,1
99.47,0.53,21.12,2.0,37.68,0.0,1,1
41.43,0.3,3.02,0.0,18.0,0.0,0,0
23.82,0.37,7.65,0.0,32.37,1.0,0,0
19.14,0.41,5.42,0.0,52.21,1.0,0,0
37.14,0.45,13.33,0.0,47.19,1.0,0,1
12.92,0.27,4.28,0.0,72.01,1.0,0,0
28.18,0.14,15.06,0.0,19.03,0.0,1,1
23.45,0.38,1.78,1.0,53.5,1.0,0,0
32.64,0.12,12.87,0.0,37.0,0.0,1,1
29.47,0.44,18.81,0.0,29.94,0.0,0,0
29.04,0.19,4.84,1.0,77.39,0.0,0,0
22.53,0.15,12.53,2.0,36.37,1.0,0,0
27.17,0.15,3.58,1.0,18.0,0.0,0,0
46.28,0.2,2.78,0.0,47.6,0.0,1,1
24.64,0.26,13.1,0.0,51.8,1.0,0,1
22.46,0.12,9.47,0.0,39.14,1.0,0,1
51.05,0.14,12.75,0.0,35.14,0.0,1,1
39.53,0.36,11.53,0.0,30.62,0.0,0,0
51.17,0.03,9.16,1.0,31.12,0.0,1,1
18.15,0.17,3.47,1.0,47.43,1.0,0,0
32.07,0.22,3.26,0.0,31.78,1.0,0,0
23.8,0.38,5.53,0.0,52.17,0.0,0,0
19.39,0.49,8.37,1.0,29.16,1.0,0,0
72.18,0.27,5.2,1.0,35.59,0.0,0,0
86.82,0.1,4.68,0.0,45.26,0.0,1,1
19.77,0.07,7.59,1.0,65.86,0.0,0,0
61.97,0.22,6.71,0.0,26.74,0.0,1,1
29.06,0.15,19.73,1.0,24.91,1.0,0,0
38.14,0.01,11.49,1.0,32.18,1.0,0,1
26.51,0.16,3.08,0.0,20.9,1.0,0,1
44.58,0.21,7.9,0.0,35.79,0.0,1,1
41.12,0.13,13.78,0.0,36.73,1.0,1,1
48.0,0.28,10.87,0.0,40.03,0.0,1,1
31.66,0.21,9.25,0.0,29.58,0.0,1,1
46.99,0.25,3.77,2.0,55.35,0.0,0,0
31.73,0.23,5.93,0.0,39.44,0.0,1,1
40.24,0.25,4.44,0.0,23.36,0.0,1,1
33.33,0.11,10.75,0.0,30.61,0.0,1,1
31.87,0.6,9.49,0.0,43.02,1.0,0,0
41.75,0.28,5.73,0.0,29.78,0.0,0,0
29.58,0.18,22.91,0.0,45.2,1.0,1,1
38.76,0.43,4.01,2.0,26.66,1.0,0,0
41.6,0.37,18.44,0.0,44.87,0.0,0,0
54.8,0.44,7.62,0.0,29.48,1.0,0,1
61.11,0.57,9.62,1.0,39.9,0.0,0,0
27.92,0.41,5.23,1.0,18.05,1.0,0,0
31.63,0.55,1.86,0.0,54.83,1.0,0,0
58.43,0.39,5.27,0.0,64.37,0.0,1,1
24.17,0.3,16.54,0.0,47.43,0.0,1,1
45.71,0.21,5.86,0.0,36.43,0.0,1,1
14.0,0.48,24.4,0.0,38.67,1.0,0,0
36.34,0.38,5.28,0.0,23.17,0.0,0,0
96.2,0.24,8.74,0.0,31.31,0.0,1,1
35.22,0.18,14.42,1.0,51.67,1.0,0,0
19.25,0.18,6.68,0.0,28.67,0.0,1,1
32.6,0.17,5.77,0.0,50.16,0.0,1,1
17.39,0.21,14.66,1.0,39.33,1.0,0,0
21.68,0.27,3.15,0.0,53.61,1.0,0,0
52.91,0.16,6.59,1.0,58.43,0.0,1,1
23.39,0.14,9.34,0.0,28.73,0.0,1,1
58.48,0.57,5.66,1.0,65.03,0.0,0,0
30.59,0.08,10.27,0.0,30.16,0.0,1,1
34.38,0.13,7.38,0.0,57.85,1.0,1,1
42.86,0.25,14.0,1.0,38.86,0.0,0,0
54.78,0.2,8.75,1.0,28.18,0.0,0,0
53.64,0.78,7.16,1.0,53.17,0.0,0,0
16.24,0.21,1.47,1.0,61.63,1.0,0,0
48.6,0.13,11.76,0.0,53.37,0.0,1,1
30.41,0.16,18.42,0.0,52.59,0.0,1,1
47.95,0.44,2.39,1.0,31.56,0.0,0,0
43.41,0.14,19.87,0.0,35.45,1.0,1,1
48.14,0.02,8.5,0.0,59.25,0.0,1,1
28.84,0.07,6.66,1.0,33.53,0.0,0,0
50.31,0.11,4.21,1.0,58.34,0.0,0,0
79.2,0.08,7.33,0.0,53.47,0.0,1,1
25.83,0.17,8.04,0.0,36.59,0.0,1,1
52.99,0.38,8.94,0.0,64.86,0.0,1,1
35.13,0.15,1.75,1.0,27.52,0.0,0,0
90.21,0.23,6.0,0.0,39.09,0.0,1,1
30.67,0.37,16.45,0.0,26.15,0.0,1,1
50.81,0.28,1.25,0.0,52.34,0.0,1,1
52.17,0.14,3.62,0.0,42.74,0.0,1,1
41.27,0.61,11.0,0.0,58.62,0.0,0,0
50.26,0.17,11.46,0.0,31.44,1.0,1,1
27.79,0.49,6.53,1.0,57.07,0.0,0,0
37.55,0.22,20.41,0.0,25.32,1.0,1,1
28.52,0.11,1.94,0.0,42.03,0.0,1,1
40.29,0.09,18.23,0.0,50.61,0.0,1,1
38.77,0.46,1.59,0.0,24.8,0.0,0,0
28.2,0.09,6.69,0.0,46.21,0.0,1,1
